date,division,event_url,fight_url,fighter,fighter_url,method,opponent,opponent_url,result,round,time,knockdowns,pass,reversals,sub_attempts,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts
"May 16, 2015",Bantamweight,http://ufcstats.com/event-details/b1605ea39fba6af6,http://ufcstats.com/fight-details/80551dceed42e7ab,Guangyou Ning,http://ufcstats.com/fighter-details/2c1170b825f58e57,KO/TKO,Royston Wee,http://ufcstats.com/fighter-details/b9c03e7a4557e542,W,2,4:59,0,0,0,0,2,2,46,92,77,130,30,68,8,13,8,11,39,82,0,1,7,9
"May 16, 2015",Bantamweight,http://ufcstats.com/event-details/b1605ea39fba6af6,http://ufcstats.com/fight-details/80551dceed42e7ab,Royston Wee,http://ufcstats.com/fighter-details/b9c03e7a4557e542,KO/TKO,Guangyou Ning,http://ufcstats.com/fighter-details/2c1170b825f58e57,L,2,4:59,0,0,0,0,0,0,18,32,29,43,3,15,6,6,9,11,18,32,0,0,0,0
"May 16, 2015",Flyweight,http://ufcstats.com/event-details/b1605ea39fba6af6,http://ufcstats.com/fight-details/49749ee78bc54a48,Jon Delos Reyes,http://ufcstats.com/fighter-details/0d0351c20169a499,SUB,Roldan Sangcha'an,http://ufcstats.com/fighter-details/57887765f831e228,W,2,3:13,1,3,1,3,1,1,23,54,36,67,18,46,4,7,1,1,7,26,5,8,11,20
"May 16, 2015",Flyweight,http://ufcstats.com/event-details/b1605ea39fba6af6,http://ufcstats.com/fight-details/49749ee78bc54a48,Roldan Sangcha'an,http://ufcstats.com/fighter-details/57887765f831e228,SUB,Jon Delos Reyes,http://ufcstats.com/fighter-details/0d0351c20169a499,L,2,3:13,0,3,0,0,2,3,27,54,32,61,15,40,8,10,4,4,12,31,11,16,4,7
"May 16, 2015",Flyweight,http://ufcstats.com/event-details/b1605ea39fba6af6,http://ufcstats.com/fight-details/c13b2493018fc98b,Yao Zhikui,http://ufcstats.com/fighter-details/5ea918ea81b7dee2,S-DEC,Nolan Ticman,http://ufcstats.com/fighter-details/9eb069062a0cfc13,W,3,5:00,0,0,0,0,1,6,9,108,12,112,7,104,1,3,1,1,6,100,3,8,0,0
"May 16, 2015",Flyweight,http://ufcstats.com/event-details/b1605ea39fba6af6,http://ufcstats.com/fight-details/c13b2493018fc98b,Nolan Ticman,http://ufcstats.com/fighter-details/9eb069062a0cfc13,S-DEC,Yao Zhikui,http://ufcstats.com/fighter-details/5ea918ea81b7dee2,L,3,5:00,0,0,1,0,0,5,52,109,52,109,24,73,6,12,22,24,20,73,25,28,7,8
"May 09, 2015",Heavyweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/57b986d06bde71c2,Stipe Miocic,http://ufcstats.com/fighter-details/d28dee5c705991df,KO/TKO,Mark Hunt,http://ufcstats.com/fighter-details/eef9b891edbd4604,W,5,2:47,0,5,0,0,6,8,113,180,361,464,105,172,7,7,1,1,48,95,8,18,57,67
"May 09, 2015",Heavyweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/57b986d06bde71c2,Mark Hunt,http://ufcstats.com/fighter-details/eef9b891edbd4604,KO/TKO,Stipe Miocic,http://ufcstats.com/fighter-details/d28dee5c705991df,L,5,2:47,0,0,0,0,0,0,33,96,46,109,29,89,0,2,4,5,30,90,3,6,0,0
"May 09, 2015",Middleweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/7ec24848cac6c5a1,Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,KO/TKO,Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,W,1,0:44,1,0,0,0,0,0,10,14,10,14,9,12,0,1,1,1,7,11,0,0,3,3
"May 09, 2015",Middleweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/7ec24848cac6c5a1,Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,KO/TKO,Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,L,1,0:44,0,0,0,0,0,0,2,7,2,7,0,5,0,0,2,2,2,7,0,0,0,0
"May 09, 2015",Light Heavyweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/0fa31c9f7495810b,Sean O'Connell,http://ufcstats.com/fighter-details/cb52f9490c2dc069,KO/TKO,Anthony Perosh,http://ufcstats.com/fighter-details/4b4753d19489297f,W,1,0:56,0,0,0,0,0,0,20,38,20,38,18,33,1,4,1,1,9,21,11,17,0,0
"May 09, 2015",Light Heavyweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/0fa31c9f7495810b,Anthony Perosh,http://ufcstats.com/fighter-details/4b4753d19489297f,KO/TKO,Sean O'Connell,http://ufcstats.com/fighter-details/cb52f9490c2dc069,L,1,0:56,0,0,0,0,0,0,3,5,3,5,3,5,0,0,0,0,3,5,0,0,0,0
"May 09, 2015",Lightweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/418b6f692abe9e35,James Vick,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,SUB,Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405,W,1,4:53,0,1,0,1,0,1,10,26,19,35,5,17,2,4,3,5,8,24,2,2,0,0
"May 09, 2015",Lightweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/418b6f692abe9e35,Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405,SUB,James Vick,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,L,1,4:53,0,0,0,0,1,2,4,28,4,28,4,25,0,3,0,0,4,28,0,0,0,0
"May 09, 2015",Featherweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/4f722e80eadb6d2f,Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3,KO/TKO,Hatsu Hioki,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2,W,2,4:13,1,0,1,0,0,0,21,61,34,74,18,49,1,4,2,8,17,55,2,3,2,3
"May 09, 2015",Featherweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/4f722e80eadb6d2f,Hatsu Hioki,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2,KO/TKO,Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3,L,2,4:13,0,1,0,0,2,5,32,92,38,98,23,70,8,21,1,1,32,92,0,0,0,0
"May 09, 2015",Welterweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/43baf5b905686ebf,Kyle Noke,http://ufcstats.com/fighter-details/7339d340aa2889cb,S-DEC,Jonavin Webb,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,W,3,5:00,0,1,1,0,0,0,31,82,44,98,13,53,2,2,16,27,22,62,0,0,9,20
"May 09, 2015",Welterweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/43baf5b905686ebf,Jonavin Webb,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,S-DEC,Kyle Noke,http://ufcstats.com/fighter-details/7339d340aa2889cb,L,3,5:00,1,2,0,2,2,8,23,67,33,80,19,56,2,6,2,5,18,56,3,7,2,4
"May 09, 2015",Middleweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/f208b79b0d78045b,Sam Alvey,http://ufcstats.com/fighter-details/d156513a19acf856,KO/TKO,Daniel Kelly,http://ufcstats.com/fighter-details/bdcbb976816fd256,W,1,0:49,1,0,0,0,0,0,8,13,8,13,8,13,0,0,0,0,6,11,0,0,2,2
"May 09, 2015",Middleweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/f208b79b0d78045b,Daniel Kelly,http://ufcstats.com/fighter-details/bdcbb976816fd256,KO/TKO,Sam Alvey,http://ufcstats.com/fighter-details/d156513a19acf856,L,1,0:49,0,0,0,0,0,0,2,8,2,8,1,7,0,0,1,1,2,8,0,0,0,0
"May 09, 2015",Women's Strawweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/e4549c57faca7a64,Bec Rawlings,http://ufcstats.com/fighter-details/907e60fd13407e1e,SUB,Lisa Ellis,http://ufcstats.com/fighter-details/77350fd0e6d1dba8,W,1,4:09,0,2,0,1,0,0,21,40,33,55,17,35,4,5,0,0,4,14,10,15,7,11
"May 09, 2015",Women's Strawweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/e4549c57faca7a64,Lisa Ellis,http://ufcstats.com/fighter-details/77350fd0e6d1dba8,SUB,Bec Rawlings,http://ufcstats.com/fighter-details/907e60fd13407e1e,L,1,4:09,0,1,0,0,1,3,7,17,8,18,6,14,1,3,0,0,2,9,3,6,2,2
"May 09, 2015",Middleweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/8a39075a9ffaa971,Brad Scott,http://ufcstats.com/fighter-details/34e552520a934063,SUB,Dylan Andrews,http://ufcstats.com/fighter-details/00debc804e2b1cd4,W,2,4:54,0,2,1,1,1,4,42,75,64,100,35,66,7,9,0,0,17,40,17,26,8,9
"May 09, 2015",Middleweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/8a39075a9ffaa971,Dylan Andrews,http://ufcstats.com/fighter-details/00debc804e2b1cd4,SUB,Brad Scott,http://ufcstats.com/fighter-details/34e552520a934063,L,2,4:54,2,0,0,1,1,2,25,56,32,63,10,36,11,14,4,6,11,37,12,17,2,2
"May 09, 2015",Women's Strawweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/d1c4c06780cbd36e,Alex Chambers,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,SUB,Kailin Curran,http://ufcstats.com/fighter-details/05b43e0ead3df345,W,3,3:15,0,0,0,2,2,5,44,109,53,121,18,63,14,21,12,25,34,88,10,21,0,0
"May 09, 2015",Women's Strawweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/d1c4c06780cbd36e,Kailin Curran,http://ufcstats.com/fighter-details/05b43e0ead3df345,SUB,Alex Chambers,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d,L,3,3:15,0,1,0,0,2,4,81,190,123,239,50,146,13,22,18,22,54,140,18,37,9,13
"May 09, 2015",Welterweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/979269d4ab5784af,Brendan O'Reilly,http://ufcstats.com/fighter-details/494b0bfdbac74502,U-DEC,Vik Grujic,http://ufcstats.com/fighter-details/1e7483dbff40b84b,W,3,5:00,0,2,0,1,6,10,42,85,83,127,23,59,15,22,4,4,11,30,27,51,4,4
"May 09, 2015",Welterweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/979269d4ab5784af,Vik Grujic,http://ufcstats.com/fighter-details/1e7483dbff40b84b,U-DEC,Brendan O'Reilly,http://ufcstats.com/fighter-details/494b0bfdbac74502,L,3,5:00,0,1,0,1,1,3,59,106,103,156,42,89,15,15,2,2,18,40,41,66,0,0
"May 09, 2015",Flyweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/398f4857f9692204,Ben Nguyen,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,KO/TKO,Alptekin Ozkilic,http://ufcstats.com/fighter-details/e18a19001a3f7c7d,W,1,4:59,2,0,0,0,0,1,27,60,27,60,18,49,2,2,7,9,18,48,1,3,8,9
"May 09, 2015",Flyweight,http://ufcstats.com/event-details/8a1b4330c7957961,http://ufcstats.com/fight-details/398f4857f9692204,Alptekin Ozkilic,http://ufcstats.com/fighter-details/e18a19001a3f7c7d,KO/TKO,Ben Nguyen,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,L,1,4:59,0,0,0,0,1,3,15,49,28,62,13,45,2,4,0,0,7,32,3,6,5,11
"April 25, 2015",Flyweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/6c2097664ac1bf16,Demetrious Johnson,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,SUB,Kyoji Horiguchi,http://ufcstats.com/fighter-details/98aa60cf58071fd6,W,5,4:59,0,6,0,1,14,22,66,121,149,208,21,56,31,40,14,25,39,86,16,23,11,12
"April 25, 2015",Flyweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/6c2097664ac1bf16,Kyoji Horiguchi,http://ufcstats.com/fighter-details/98aa60cf58071fd6,SUB,Demetrious Johnson,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,L,5,4:59,0,0,0,0,1,5,31,91,61,127,18,70,8,13,5,8,21,75,10,16,0,0
"April 25, 2015",Catch Weight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/4669c07f3cc9e35f,Quinton Jackson,http://ufcstats.com/fighter-details/ffc088e64fab57e9,U-DEC,Fabio Maldonado,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,W,3,5:00,0,0,0,0,0,0,99,211,114,230,59,160,31,41,9,10,67,155,32,56,0,0
"April 25, 2015",Catch Weight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/4669c07f3cc9e35f,Fabio Maldonado,http://ufcstats.com/fighter-details/1fb80f46d3c105d9,U-DEC,Quinton Jackson,http://ufcstats.com/fighter-details/ffc088e64fab57e9,L,3,5:00,0,0,0,0,1,1,67,134,94,162,37,87,29,45,1,2,55,113,12,21,0,0
"April 25, 2015",Middleweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/ccbbf1ccd4513551,Michael Bisping,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,U-DEC,CB Dollaway,http://ufcstats.com/fighter-details/5d7bdab5e03e3216,W,3,5:00,0,0,0,0,0,0,75,202,80,207,56,176,4,8,15,18,69,193,1,1,5,8
"April 25, 2015",Middleweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/ccbbf1ccd4513551,CB Dollaway,http://ufcstats.com/fighter-details/5d7bdab5e03e3216,U-DEC,Michael Bisping,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,L,3,5:00,1,0,0,0,2,8,47,131,49,134,36,115,4,8,7,8,40,114,1,3,6,14
"April 25, 2015",Catch Weight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/0c74e600ded0de97,John Makdessi,http://ufcstats.com/fighter-details/c21a036b4e012f1c,KO/TKO,Shane Campbell,http://ufcstats.com/fighter-details/784285b7ae7dd85f,W,1,4:53,2,0,0,0,0,2,47,98,59,114,39,82,7,13,1,3,26,56,6,13,15,29
"April 25, 2015",Catch Weight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/0c74e600ded0de97,Shane Campbell,http://ufcstats.com/fighter-details/784285b7ae7dd85f,KO/TKO,John Makdessi,http://ufcstats.com/fighter-details/c21a036b4e012f1c,L,1,4:53,0,0,0,0,0,3,25,57,25,57,5,28,7,14,13,15,24,54,1,3,0,0
"April 25, 2015",Bantamweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/78f1457371e2ef6b,Thomas Almeida,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,KO/TKO,Yves Jabouin,http://ufcstats.com/fighter-details/b4eeac608fc82f88,W,1,4:18,0,0,0,0,0,0,31,75,32,76,18,58,7,9,6,8,24,62,7,13,0,0
"April 25, 2015",Bantamweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/78f1457371e2ef6b,Yves Jabouin,http://ufcstats.com/fighter-details/b4eeac608fc82f88,KO/TKO,Thomas Almeida,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,L,1,4:18,0,0,0,0,1,1,20,56,20,56,12,43,8,13,0,0,18,53,2,3,0,0
"April 25, 2015",Welterweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/591699203b264f6c,Patrick Cote,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,U-DEC,Joe Riggs,http://ufcstats.com/fighter-details/d512d9f204059f57,W,3,5:00,0,6,1,1,3,6,21,48,110,151,11,26,6,14,4,8,8,30,6,8,7,10
"April 25, 2015",Welterweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/591699203b264f6c,Joe Riggs,http://ufcstats.com/fighter-details/d512d9f204059f57,U-DEC,Patrick Cote,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,L,3,5:00,0,5,0,0,2,2,21,35,47,61,15,28,3,3,3,4,9,19,9,12,3,4
"April 25, 2015",Women's Bantamweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/6b532f492e98d22f,Alexis Davis,http://ufcstats.com/fighter-details/4c2d90e335e6df19,SUB,Sarah Kaufman,http://ufcstats.com/fighter-details/36df8e119aec6175,W,2,3:07,0,1,0,1,1,3,34,99,40,106,18,77,7,11,9,11,29,91,5,8,0,0
"April 25, 2015",Women's Bantamweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/6b532f492e98d22f,Sarah Kaufman,http://ufcstats.com/fighter-details/36df8e119aec6175,SUB,Alexis Davis,http://ufcstats.com/fighter-details/4c2d90e335e6df19,L,2,3:07,0,0,0,0,0,0,65,130,76,141,37,90,8,12,20,28,47,111,11,12,7,7
"April 25, 2015",Lightweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/48f23cc8cc5ad9a9,Chad Laprise,http://ufcstats.com/fighter-details/c03a5022f8439f2a,U-DEC,Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5,W,3,5:00,0,0,0,0,0,1,84,172,84,172,52,132,21,29,11,11,78,163,6,9,0,0
"April 25, 2015",Lightweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/48f23cc8cc5ad9a9,Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5,U-DEC,Chad Laprise,http://ufcstats.com/fighter-details/c03a5022f8439f2a,L,3,5:00,0,0,0,0,1,3,94,202,99,207,36,122,21,34,37,46,72,173,22,27,0,2
"April 25, 2015",Lightweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/0590fb4acc06fa93,Olivier Aubin-Mercier,http://ufcstats.com/fighter-details/55ee431411ccf07a,SUB,David Michaud,http://ufcstats.com/fighter-details/49f4b511932f71e9,W,3,1:35,1,2,0,1,3,15,49,86,82,127,22,55,12,16,15,15,23,55,22,26,4,5
"April 25, 2015",Lightweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/0590fb4acc06fa93,David Michaud,http://ufcstats.com/fighter-details/49f4b511932f71e9,SUB,Olivier Aubin-Mercier,http://ufcstats.com/fighter-details/55ee431411ccf07a,L,3,1:35,0,0,0,0,0,0,17,52,22,57,14,47,3,4,0,1,12,43,4,7,1,2
"April 25, 2015",Welterweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/059dcd0b3b8e0a3f,Nordine Taleb,http://ufcstats.com/fighter-details/49858bf46dabf6fb,U-DEC,Chris Clements,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,W,3,5:00,0,5,0,0,6,6,36,64,64,97,26,50,7,10,3,4,12,27,5,7,19,30
"April 25, 2015",Welterweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/059dcd0b3b8e0a3f,Chris Clements,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,U-DEC,Nordine Taleb,http://ufcstats.com/fighter-details/49858bf46dabf6fb,L,3,5:00,0,0,0,1,0,0,17,62,29,75,4,39,5,8,8,15,14,52,3,10,0,0
"April 25, 2015",Women's Strawweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/71e123d40fff9edb,Valerie Letourneau,http://ufcstats.com/fighter-details/46a2f24feb258ae0,U-DEC,Jessica Rakoczy,http://ufcstats.com/fighter-details/ffdeb4fbea09ce75,W,3,5:00,0,4,1,2,2,2,38,124,50,136,17,93,10,14,11,17,27,101,10,22,1,1
"April 25, 2015",Women's Strawweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/71e123d40fff9edb,Jessica Rakoczy,http://ufcstats.com/fighter-details/ffdeb4fbea09ce75,U-DEC,Valerie Letourneau,http://ufcstats.com/fighter-details/46a2f24feb258ae0,L,3,5:00,0,2,1,1,1,5,46,107,60,125,26,78,17,24,3,5,29,84,11,14,6,9
"April 25, 2015",Women's Strawweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/ab475a3a4487d6d3,Randa Markos,http://ufcstats.com/fighter-details/4a57ebb14315b251,U-DEC,Aisling Daly,http://ufcstats.com/fighter-details/e50cd77732d39967,W,3,5:00,0,4,0,1,2,4,18,52,131,171,15,48,2,2,1,2,11,42,3,6,4,4
"April 25, 2015",Women's Strawweight,http://ufcstats.com/event-details/997b4f52f76a0b53,http://ufcstats.com/fight-details/ab475a3a4487d6d3,Aisling Daly,http://ufcstats.com/fighter-details/e50cd77732d39967,U-DEC,Randa Markos,http://ufcstats.com/fighter-details/4a57ebb14315b251,L,3,5:00,0,1,0,1,2,5,27,65,50,92,15,50,9,10,3,5,9,43,12,14,6,8
"April 18, 2015",Middleweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/5965800d88e0677c,Luke Rockhold,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,SUB,Lyoto Machida,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,W,2,2:31,0,4,0,2,1,1,23,44,39,63,14,34,4,4,5,6,11,23,1,1,11,20
"April 18, 2015",Middleweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/5965800d88e0677c,Lyoto Machida,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,SUB,Luke Rockhold,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,L,2,2:31,0,0,0,0,0,0,13,27,19,33,7,20,0,1,6,6,12,25,0,0,1,2
"April 18, 2015",Middleweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/f4717203e762d780,Jacare Souza,http://ufcstats.com/fighter-details/7a703c565ccaa18f,SUB,Chris Camozzi,http://ufcstats.com/fighter-details/6c2030e0a143a94b,W,1,2:33,0,1,0,1,1,1,6,9,10,13,2,4,4,5,0,0,5,8,0,0,1,1
"April 18, 2015",Middleweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/f4717203e762d780,Chris Camozzi,http://ufcstats.com/fighter-details/6c2030e0a143a94b,SUB,Jacare Souza,http://ufcstats.com/fighter-details/7a703c565ccaa18f,L,1,2:33,0,0,0,0,0,0,7,14,7,14,2,8,0,1,5,5,7,14,0,0,0,0
"April 18, 2015",Featherweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/f22d193f3ab42bc5,Max Holloway,http://ufcstats.com/fighter-details/150ff4cc642270b9,SUB,Cub Swanson,http://ufcstats.com/fighter-details/d247691a6c0e9034,W,3,3:58,0,2,0,3,0,0,82,198,86,202,51,163,24,28,7,7,73,185,4,5,5,8
"April 18, 2015",Featherweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/f22d193f3ab42bc5,Cub Swanson,http://ufcstats.com/fighter-details/d247691a6c0e9034,SUB,Max Holloway,http://ufcstats.com/fighter-details/150ff4cc642270b9,L,3,3:58,0,0,0,0,0,3,56,136,58,138,29,98,10,15,17,23,54,133,2,2,0,1
"April 18, 2015",Women's Strawweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/e2b4130c7b1ff8bc,Paige VanZant,http://ufcstats.com/fighter-details/4d5197f331c47290,U-DEC,Felice Herrig,http://ufcstats.com/fighter-details/b6850671a008bf9a,W,3,5:00,0,6,2,0,2,5,67,92,199,241,45,67,14,17,8,8,8,15,22,27,37,50
"April 18, 2015",Women's Strawweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/e2b4130c7b1ff8bc,Felice Herrig,http://ufcstats.com/fighter-details/b6850671a008bf9a,U-DEC,Paige VanZant,http://ufcstats.com/fighter-details/4d5197f331c47290,L,3,5:00,0,1,1,1,0,4,28,47,44,67,12,24,14,20,2,3,8,20,18,24,2,3
"April 18, 2015",Lightweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/2bcb878e9d02b8f7,Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,U-DEC,Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,W,3,5:00,0,11,0,1,2,4,27,54,55,86,17,37,7,12,3,5,10,28,10,16,7,10
"April 18, 2015",Lightweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/2bcb878e9d02b8f7,Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,U-DEC,Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,L,3,5:00,0,1,1,3,0,0,11,27,24,43,4,19,1,1,6,7,6,22,5,5,0,0
"April 18, 2015",Light Heavyweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/c19f394f3c237789,Ovince Saint Preux,http://ufcstats.com/fighter-details/50db8711c70196cd,KO/TKO,Patrick Cummins,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,W,1,4:54,1,0,0,0,0,1,18,41,18,41,13,33,5,8,0,0,11,32,0,2,7,7
"April 18, 2015",Light Heavyweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/c19f394f3c237789,Patrick Cummins,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,KO/TKO,Ovince Saint Preux,http://ufcstats.com/fighter-details/50db8711c70196cd,L,1,4:54,0,0,0,0,1,3,14,23,15,27,8,17,1,1,5,5,5,14,5,5,4,4
"April 18, 2015",Light Heavyweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/6b92396d42918366,Gian Villante,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,KO/TKO,Corey Anderson,http://ufcstats.com/fighter-details/5e4eec08896c9423,W,3,4:18,0,0,0,0,0,0,70,168,70,168,37,129,3,5,30,34,69,163,1,5,0,0
"April 18, 2015",Light Heavyweight,http://ufcstats.com/event-details/bc7cf284c1c2f16e,http://ufcstats.com/fight-details/6b92396d42918366,Corey Anderson,http://ufcstats.com/fighter-details/5e4eec08896c9423,KO/TKO,Gian Villante,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,L,3,4:18,0,0,0,0,0,4,111,279,113,281,97,256,11,20,3,3,108,270,3,9,0,0
