date,division,event_url,fight_url,fighter,fighter_url,method,opponent,opponent_url,result,round,time,knockdowns,pass,reversals,sub_attempts,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts
"August 15, 2020",Heavyweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/3bdacc82209b33f5,Stipe Miocic,http://ufcstats.com/fighter-details/d28dee5c705991df,U-DEC,Daniel Cormier,http://ufcstats.com/fighter-details/d967f0128c323de6,W,5,5:00,1,0,0,0,0,6,115,187,171,244,67,136,31,34,17,17,101,169,14,18,0,0
"August 15, 2020",Heavyweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/3bdacc82209b33f5,Daniel Cormier,http://ufcstats.com/fighter-details/d967f0128c323de6,U-DEC,Stipe Miocic,http://ufcstats.com/fighter-details/d28dee5c705991df,L,5,5:00,0,0,0,0,1,2,105,183,145,223,70,132,11,24,24,27,95,171,10,12,0,0
"August 15, 2020",Bantamweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/7200343d2e957cf3,Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c,KO/TKO,Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012,W,1,4:40,0,0,0,0,0,0,18,30,18,30,5,10,4,10,9,10,11,22,0,0,7,8
"August 15, 2020",Bantamweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/7200343d2e957cf3,Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012,KO/TKO,Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c,L,1,4:40,0,0,0,0,0,0,10,21,10,21,3,12,4,6,3,3,10,21,0,0,0,0
"August 15, 2020",Heavyweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/dc24c4759651c6ad,Jairzinho Rozenstruik,http://ufcstats.com/fighter-details/2cd428e9606856fd,KO/TKO,Junior Dos Santos,http://ufcstats.com/fighter-details/63def5a5662a6917,W,2,3:47,1,0,0,0,0,0,42,66,42,66,21,41,1,2,20,23,30,49,0,0,12,17
"August 15, 2020",Heavyweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/dc24c4759651c6ad,Junior Dos Santos,http://ufcstats.com/fighter-details/63def5a5662a6917,KO/TKO,Jairzinho Rozenstruik,http://ufcstats.com/fighter-details/2cd428e9606856fd,L,2,3:47,0,0,0,0,0,0,24,44,24,44,6,22,13,15,5,7,24,44,0,0,0,0
"August 15, 2020",Featherweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/0d9e9127c62811f9,Daniel Pineda,http://ufcstats.com/fighter-details/361d49960a196976,KO/TKO,Herbert Burns,http://ufcstats.com/fighter-details/4f140403000158b5,W,2,4:37,0,4,1,0,1,2,57,75,173,205,50,65,4,7,3,3,8,13,1,1,48,61
"August 15, 2020",Featherweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/0d9e9127c62811f9,Herbert Burns,http://ufcstats.com/fighter-details/4f140403000158b5,KO/TKO,Daniel Pineda,http://ufcstats.com/fighter-details/361d49960a196976,L,2,4:37,0,4,0,0,3,4,10,22,35,48,6,15,2,5,2,2,5,15,1,2,4,5
"August 15, 2020",Bantamweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/57939328c1214107,Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,U-DEC,John Dodson,http://ufcstats.com/fighter-details/99506df1af6c8b3b,W,3,5:00,0,0,0,0,2,20,50,133,88,171,16,94,4,9,30,30,25,108,25,25,0,0
"August 15, 2020",Bantamweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/57939328c1214107,John Dodson,http://ufcstats.com/fighter-details/99506df1af6c8b3b,U-DEC,Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,L,3,5:00,0,0,0,0,0,0,27,86,31,90,11,63,9,16,7,7,26,83,1,3,0,0
"August 15, 2020",Lightweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/054794810817c1cc,Vinc Pichel,http://ufcstats.com/fighter-details/c77a953488e5607d,U-DEC,Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,W,3,5:00,0,6,0,0,3,5,41,78,84,124,27,64,11,11,3,3,15,35,9,11,17,32
"August 15, 2020",Lightweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/054794810817c1cc,Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,U-DEC,Vinc Pichel,http://ufcstats.com/fighter-details/c77a953488e5607d,L,3,5:00,0,2,1,2,2,2,14,39,26,57,6,30,5,6,3,3,7,27,4,6,3,6
"August 15, 2020",Women's Strawweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/5081319e58f9759f,Virna Jandiroba,http://ufcstats.com/fighter-details/7dda2cf308f24a02,SUB,Felice Herrig,http://ufcstats.com/fighter-details/b6850671a008bf9a,W,1,1:44,0,3,0,2,1,1,4,5,12,15,4,5,0,0,0,0,0,0,0,0,4,5
"August 15, 2020",Women's Strawweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/5081319e58f9759f,Felice Herrig,http://ufcstats.com/fighter-details/b6850671a008bf9a,SUB,Virna Jandiroba,http://ufcstats.com/fighter-details/7dda2cf308f24a02,L,1,1:44,0,0,0,0,0,0,1,1,3,3,0,0,0,0,1,1,1,1,0,0,0,0
"August 15, 2020",Featherweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/3e4b8bd71e8bceb2,Danny Chavez,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,U-DEC,TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,W,3,5:00,0,2,0,0,4,4,49,110,52,113,23,81,8,9,18,20,40,97,0,0,9,13
"August 15, 2020",Featherweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/3e4b8bd71e8bceb2,TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,U-DEC,Danny Chavez,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,L,3,5:00,0,0,0,0,0,6,43,139,59,156,25,103,12,24,6,12,38,132,5,7,0,0
"August 15, 2020",Women's Strawweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/745bdd823161da89,Livinha Souza,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,U-DEC,Ashley Yoder,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,W,3,5:00,0,0,0,0,1,4,46,70,70,95,15,33,8,11,23,26,36,55,5,7,5,8
"August 15, 2020",Women's Strawweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/745bdd823161da89,Ashley Yoder,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,U-DEC,Livinha Souza,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,L,3,5:00,0,0,0,0,0,1,32,114,89,176,23,92,6,14,3,8,32,112,0,2,0,0
"August 15, 2020",Heavyweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/2e9ad55f2e2f7c56,Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,KO/TKO,Parker Porter,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4,W,1,4:28,2,0,0,0,0,0,37,59,45,67,29,49,4,6,4,4,29,50,6,7,2,2
"August 15, 2020",Heavyweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/2e9ad55f2e2f7c56,Parker Porter,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4,KO/TKO,Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,L,1,4:28,0,0,0,0,0,0,17,52,18,53,12,44,1,4,4,4,14,47,3,5,0,0
"August 15, 2020",Featherweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/86deadaab9905a03,Kai Kamaka,http://ufcstats.com/fighter-details/eee0ef3e2b14816b,U-DEC,Tony Kelley,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,W,3,5:00,0,1,0,0,5,5,114,185,138,216,49,113,64,71,1,1,90,160,22,22,2,3
"August 15, 2020",Featherweight,http://ufcstats.com/event-details/bda04c573563cc2e,http://ufcstats.com/fight-details/86deadaab9905a03,Tony Kelley,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,U-DEC,Kai Kamaka,http://ufcstats.com/fighter-details/eee0ef3e2b14816b,L,3,5:00,0,0,0,0,0,1,114,226,185,298,63,152,35,54,16,20,76,182,38,44,0,0
"August 08, 2020",Heavyweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/a2e34655a41ba45c,Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,KO/TKO,Aleksei Oleinik,http://ufcstats.com/fighter-details/98c23cb6da5b3352,W,2,0:21,1,2,1,0,1,1,35,42,35,42,34,41,1,1,0,0,5,7,0,0,30,35
"August 08, 2020",Heavyweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/a2e34655a41ba45c,Aleksei Oleinik,http://ufcstats.com/fighter-details/98c23cb6da5b3352,KO/TKO,Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,L,2,0:21,0,2,1,2,1,1,2,6,3,7,1,4,1,2,0,0,1,5,0,0,1,1
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/22e10b23784e5efc,Chris Weidman,http://ufcstats.com/fighter-details/3a8176e15b9887c1,U-DEC,Omari Akhmedov,http://ufcstats.com/fighter-details/16690d100f995f8f,W,3,5:00,0,4,0,0,5,16,29,56,67,98,25,50,4,6,0,0,17,42,1,2,11,12
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/22e10b23784e5efc,Omari Akhmedov,http://ufcstats.com/fighter-details/16690d100f995f8f,U-DEC,Chris Weidman,http://ufcstats.com/fighter-details/3a8176e15b9887c1,L,3,5:00,0,1,0,0,4,8,33,91,60,118,25,81,7,9,1,1,21,74,8,11,4,6
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/c2ddadfa1a1056be,Darren Stewart,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,SUB,Maki Pitolo,http://ufcstats.com/fighter-details/c549573c0df4d676,W,1,3:41,0,0,0,1,0,1,13,38,14,39,9,32,2,4,2,2,13,38,0,0,0,0
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/c2ddadfa1a1056be,Maki Pitolo,http://ufcstats.com/fighter-details/c549573c0df4d676,SUB,Darren Stewart,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,L,1,3:41,0,0,0,0,1,1,12,31,14,33,7,22,4,8,1,1,12,31,0,0,0,0
"August 08, 2020",Women's Bantamweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/ad62675e819e92fc,Yana Kunitskaya,http://ufcstats.com/fighter-details/3143bf892608139a,U-DEC,Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,W,3,5:00,0,2,0,0,1,2,43,57,209,254,20,34,20,20,3,3,8,19,29,32,6,6
"August 08, 2020",Women's Bantamweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/ad62675e819e92fc,Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,U-DEC,Yana Kunitskaya,http://ufcstats.com/fighter-details/3143bf892608139a,L,3,5:00,0,0,0,0,0,1,6,26,30,50,5,23,1,3,0,0,5,23,1,3,0,0
"August 08, 2020",Lightweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/cfb189e326553f0a,Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,KO/TKO,Scott Holtzman,http://ufcstats.com/fighter-details/df1eb4354d18a906,W,1,4:38,1,1,0,0,0,2,36,64,36,64,30,57,3,4,3,3,33,60,3,4,0,0
"August 08, 2020",Lightweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/cfb189e326553f0a,Scott Holtzman,http://ufcstats.com/fighter-details/df1eb4354d18a906,KO/TKO,Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,L,1,4:38,0,0,0,0,0,1,9,18,11,20,4,12,3,4,2,2,9,18,0,0,0,0
"August 08, 2020",Welterweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/6f1892ed71d943d7,Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f,U-DEC,Laureano Staropoli,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,W,3,5:00,1,0,0,0,2,6,85,147,126,189,55,115,23,25,7,7,61,115,22,29,2,3
"August 08, 2020",Welterweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/6f1892ed71d943d7,Laureano Staropoli,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,U-DEC,Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f,L,3,5:00,0,0,0,0,0,1,71,161,81,172,47,121,19,35,5,5,70,159,1,2,0,0
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/05f6459d1f3ed13f,Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede,KO/TKO,Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,W,3,0:32,2,0,0,0,0,0,79,134,86,141,45,86,18,32,16,16,71,124,5,7,3,3
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/05f6459d1f3ed13f,Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,KO/TKO,Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede,L,3,0:32,0,0,0,0,0,2,40,120,41,121,6,59,31,58,3,3,33,110,7,10,0,0
"August 08, 2020",Lightweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/26173f6491300eaa,Nasrat Haqparast,http://ufcstats.com/fighter-details/b7b84ccd221be298,U-DEC,Alexander Munoz,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,W,3,5:00,0,0,0,0,0,0,104,215,108,219,93,201,11,14,0,0,103,214,1,1,0,0
"August 08, 2020",Lightweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/26173f6491300eaa,Alexander Munoz,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,U-DEC,Nasrat Haqparast,http://ufcstats.com/fighter-details/b7b84ccd221be298,L,3,5:00,0,0,0,0,1,8,37,144,40,147,32,136,3,5,2,3,33,140,4,4,0,0
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/e8f4e8ff49678b44,Andrew Sanchez,http://ufcstats.com/fighter-details/fccf811c1e8b01c7,KO/TKO,Wellington Turman,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,W,1,4:14,1,0,0,0,0,1,28,55,40,68,23,48,4,6,1,1,26,53,0,0,2,2
"August 08, 2020",Middleweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/e8f4e8ff49678b44,Wellington Turman,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,KO/TKO,Andrew Sanchez,http://ufcstats.com/fighter-details/fccf811c1e8b01c7,L,1,4:14,0,0,0,0,0,1,21,51,26,56,16,40,1,7,4,4,21,51,0,0,0,0
"August 08, 2020",Featherweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/1308213458d8596b,Gavin Tucker,http://ufcstats.com/fighter-details/da816417a579a0bd,SUB,Justin Jaynes,http://ufcstats.com/fighter-details/304a21d0595e1a08,W,3,1:43,0,3,1,4,1,2,87,211,88,212,61,177,23,30,3,4,86,207,1,3,0,1
"August 08, 2020",Featherweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/1308213458d8596b,Justin Jaynes,http://ufcstats.com/fighter-details/304a21d0595e1a08,SUB,Gavin Tucker,http://ufcstats.com/fighter-details/da816417a579a0bd,L,3,1:43,1,1,1,1,0,1,41,101,42,103,30,84,11,17,0,0,31,87,2,2,8,12
"August 08, 2020",Featherweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/e255fc129f225a55,Youssef Zalal,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,U-DEC,Peter Barrett,http://ufcstats.com/fighter-details/d21113c9ff3788ae,W,3,5:00,1,3,0,3,3,5,54,92,82,129,40,74,6,10,8,8,41,70,1,3,12,19
"August 08, 2020",Featherweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/e255fc129f225a55,Peter Barrett,http://ufcstats.com/fighter-details/d21113c9ff3788ae,U-DEC,Youssef Zalal,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,L,3,5:00,0,0,0,0,0,2,23,57,68,107,13,43,9,12,1,2,15,48,8,9,0,0
"August 08, 2020",Bantamweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/5c8d9d893d163d51,Irwin Rivera,http://ufcstats.com/fighter-details/06a80a685ea98573,S-DEC,Ali AlQaisi,http://ufcstats.com/fighter-details/e87a13e02c01331d,W,3,5:00,0,1,0,0,2,5,36,73,45,82,30,61,5,10,1,2,28,62,5,8,3,3
"August 08, 2020",Bantamweight,http://ufcstats.com/event-details/7a82635ffa9b59fe,http://ufcstats.com/fight-details/5c8d9d893d163d51,Ali AlQaisi,http://ufcstats.com/fighter-details/e87a13e02c01331d,S-DEC,Irwin Rivera,http://ufcstats.com/fighter-details/06a80a685ea98573,L,3,5:00,0,1,0,1,2,9,44,105,54,118,28,86,7,9,9,10,36,96,8,9,0,0
"August 01, 2020",Middleweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/0b88d0c76f9cd7e4,Derek Brunson,http://ufcstats.com/fighter-details/b1a3e0aca758b322,KO/TKO,Edmen Shahbazyan,http://ufcstats.com/fighter-details/4144798612ef96e5,W,3,0:26,0,3,0,0,4,8,88,145,107,164,58,106,15,21,15,18,53,95,9,17,26,33
"August 01, 2020",Middleweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/0b88d0c76f9cd7e4,Edmen Shahbazyan,http://ufcstats.com/fighter-details/4144798612ef96e5,KO/TKO,Derek Brunson,http://ufcstats.com/fighter-details/b1a3e0aca758b322,L,3,0:26,0,0,0,0,0,0,35,72,38,75,17,50,18,22,0,0,26,63,9,9,0,0
"August 01, 2020",Women's Flyweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/5885445f39dac389,Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,SUB,Joanne Calderwood,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,W,1,4:29,0,0,0,1,0,0,20,37,31,49,16,32,3,4,1,1,18,35,2,2,0,0
"August 01, 2020",Women's Flyweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/5885445f39dac389,Joanne Calderwood,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,SUB,Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,L,1,4:29,0,0,0,0,1,1,26,49,33,57,6,25,9,9,11,15,24,45,0,1,2,3
"August 01, 2020",Welterweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/2fb1abeb337e0ccc,Vicente Luque,http://ufcstats.com/fighter-details/6d4b63c767106d3a,KO/TKO,Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482,W,2,4:56,2,0,0,0,0,0,64,122,76,134,33,88,5,6,26,28,56,111,3,3,5,8
"August 01, 2020",Welterweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/2fb1abeb337e0ccc,Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482,KO/TKO,Vicente Luque,http://ufcstats.com/fighter-details/6d4b63c767106d3a,L,2,4:56,0,1,0,0,1,2,61,133,66,138,35,102,13,18,13,13,53,122,8,10,0,1
"August 01, 2020",Lightweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/0b21755eb0897396,Bobby Green,http://ufcstats.com/fighter-details/887961364be5ceb3,U-DEC,Lando Vannata,http://ufcstats.com/fighter-details/f9b200db02b488d9,W,3,5:00,1,4,0,0,3,3,115,195,136,219,67,135,20,30,28,30,89,160,11,12,15,23
"August 01, 2020",Lightweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/0b21755eb0897396,Lando Vannata,http://ufcstats.com/fighter-details/f9b200db02b488d9,U-DEC,Bobby Green,http://ufcstats.com/fighter-details/887961364be5ceb3,L,3,5:00,0,0,0,0,1,2,54,127,64,139,31,99,16,21,7,7,45,115,9,12,0,0
"August 01, 2020",Bantamweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/94b48b98d0292720,Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc,KO/TKO,Frankie Saenz,http://ufcstats.com/fighter-details/9ba2226646046b63,W,3,0:57,3,0,0,0,1,1,79,133,88,143,48,90,28,40,3,3,57,107,3,4,19,22
"August 01, 2020",Bantamweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/94b48b98d0292720,Frankie Saenz,http://ufcstats.com/fighter-details/9ba2226646046b63,KO/TKO,Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc,L,3,0:57,0,0,0,0,1,4,39,72,52,85,12,43,8,10,19,19,30,63,9,9,0,0
"August 01, 2020",Featherweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/6ba9f6a7a9361354,Nate Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32,U-DEC,Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,W,3,5:00,0,0,0,0,1,1,21,50,158,194,9,37,12,13,0,0,7,34,14,16,0,0
"August 01, 2020",Featherweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/6ba9f6a7a9361354,Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,U-DEC,Nate Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32,L,3,5:00,0,5,0,1,2,16,49,78,129,168,18,34,25,36,6,8,16,40,20,21,13,17
"August 01, 2020",Featherweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/76b9a338597fc604,Jamall Emmers,http://ufcstats.com/fighter-details/e00a3dee329a51f7,U-DEC,Vince Cachero,http://ufcstats.com/fighter-details/ed2a8cc402173781,W,3,5:00,0,5,0,0,5,7,103,196,113,209,58,143,37,44,8,9,78,164,23,30,2,2
"August 01, 2020",Featherweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/76b9a338597fc604,Vince Cachero,http://ufcstats.com/fighter-details/ed2a8cc402173781,U-DEC,Jamall Emmers,http://ufcstats.com/fighter-details/e00a3dee329a51f7,L,3,5:00,0,0,0,0,0,2,76,152,121,201,58,127,10,15,8,10,62,132,11,17,3,3
"August 01, 2020",Bantamweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/dcf161082c849205,Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137,U-DEC,Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,D,3,5:00,0,2,1,1,1,1,66,109,73,116,28,59,9,15,29,35,59,98,3,4,4,7
"August 01, 2020",Bantamweight,http://ufcstats.com/event-details/3746e21bb508391a,http://ufcstats.com/fight-details/dcf161082c849205,Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,U-DEC,Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137,D,3,5:00,0,0,0,1,2,13,36,85,95,189,20,61,6,13,10,11,34,80,0,1,2,4
"July 25, 2020",Middleweight,http://ufcstats.com/event-details/dde70a112e053a6c,http://ufcstats.com/fight-details/11f715fa5e825e51,Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,U-DEC,Darren Till,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,W,5,5:00,1,1,0,0,2,13,69,157,100,188,32,116,7,10,30,31,57,139,7,11,5,7
"July 25, 2020",Middleweight,http://ufcstats.com/event-details/dde70a112e053a6c,http://ufcstats.com/fight-details/11f715fa5e825e51,Darren Till,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,U-DEC,Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,L,5,5:00,0,0,0,0,0,0,41,99,50,108,29,86,7,8,5,5,31,87,7,9,3,3
"July 25, 2020",Light Heavyweight,http://ufcstats.com/event-details/dde70a112e053a6c,http://ufcstats.com/fight-details/a3820f1eb82f2ba6,Mauricio Rua,http://ufcstats.com/fighter-details/140745cbbcb023ac,S-DEC,Rogerio Nogueira,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,W,3,5:00,0,2,0,0,2,4,54,103,78,129,27,72,11,14,16,17,45,91,6,6,3,6
"July 25, 2020",Light Heavyweight,http://ufcstats.com/event-details/dde70a112e053a6c,http://ufcstats.com/fight-details/a3820f1eb82f2ba6,Rogerio Nogueira,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,S-DEC,Mauricio Rua,http://ufcstats.com/fighter-details/140745cbbcb023ac,L,3,5:00,0,1,0,0,0,0,46,100,75,129,39,91,7,9,0,0,41,95,1,1,4,4
"July 25, 2020",Heavyweight,http://ufcstats.com/event-details/dde70a112e053a6c,http://ufcstats.com/fight-details/f786136e55007e17,Fabricio Werdum,http://ufcstats.com/fighter-details/492b202d2064e7a9,SUB,Alexander Gustafsson,http://ufcstats.com/fighter-details/3c6976f8182d9527,W,1,2:30,0,1,0,1,1,2,4,5,4,5,1,2,0,0,3,3,3,4,0,0,1,1
"July 25, 2020",Heavyweight,http://ufcstats.com/event-details/dde70a112e053a6c,http://ufcstats.com/fight-details/f786136e55007e17,Alexander Gustafsson,http://ufcstats.com/fighter-details/3c6976f8182d9527,SUB,Fabricio Werdum,http://ufcstats.com/fighter-details/492b202d2064e7a9,L,1,2:30,0,0,0,0,0,0,11,19,14,22,9,15,2,4,0,0,4,12,0,0,7,7
"July 25, 2020",Women's Strawweight,http://ufcstats.com/event-details/dde70a112e053a6c,http://ufcstats.com/fight-details/5632f2364016e879,Carla Esparza,http://ufcstats.com/fighter-details/d910665038efc639,S-DEC,Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,W,3,5:00,0,0,0,1,5,9,33,60,118,152,29,56,3,3,1,1,4,16,1,1,28,43
